	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9
8427|DEFB125	0.201195	0	61.6364	0.143987	0.369891	0	0.875229	0	0.1769	0.316775	0.061274	0	0	14.8003	0.132985	0.332887	0	0.42293	0.0527175	0.130265	0.377826	0
11264|ENOX1	4.45	1.01739	0	10.3264	2.03686	2.49516	5.96101	0.623109	11.3053	0	0.637713	9.95019	1.34782	0	10.6474	3.39952	3.07121	6.88056	1.27827	13.5639	0.141347	0.486748
10774|CCPG1	6.61901	5.49608	0	24.3923	32.53	14.3337	11.5048	12.9772	24.3323	10.6095	40.9827	10.6294	9.41939	0	24.1651	38.5034	16.1745	12.0906	16.8579	26.2242	11.8218	46.9851
7218|SMPDL3A	28.3564	38.6269	0	29.4013	23.5639	12.1449	36.7809	90.4509	62.553	82.5069	10.6931	30.0615	41.4115	0	23.1233	20.9239	13.3433	35.9025	77.5632	56.8265	76.2512	7.6173
10450|TUSC3	17.1469	4.73764	0	22.5842	20.0946	16.0072	9.78582	10.646	9.1026	0.0318851	3.90037	12.2964	3.91095	0	15.7549	14.3848	11.4017	7.73914	8.20407	7.20879	0	3.74135
18231|WDR38	3.7248	0.1204	32.7459	0.400889	0.283193	0.0742002	7.11104	1.33481	2.68809	0	0	6.88649	0.129822	18.039	0.442877	1.38835	0.297013	13.9934	2.20096	7.30039	0.608908	0.12534
14109|SLX1B	53.1639	84.4586	16.9011	29.7118	37.2457	60.3488	32.6614	24.2622	15.1755	28.1387	23.8311	29.7045	51.0051	87.0159	23.641	35.8518	49.0794	26.3796	17.9011	14.2863	17.0619	15.8509
3005|DDIAS	2.91934	8.1234	198.901	0.416186	22.2516	12.8114	2.14241	0.533688	7.84651	2.51838	24.4235	2.26378	6.10712	125.081	0.703114	14.6041	9.72634	2.30066	0.509869	5.23325	2.21184	18.2147
18489|TXNRD3NB	0.0453368	0.142704	39.1639	0.331385	0.319897	0.260383	1.10403	0.102425	0.271531	0.517822	0.0788377	0.211773	0.22387	102.282	0.438405	0.652059	0.436154	0.368982	0.277614	0.688587	0.200765	0.10609
15354|ZNF300	9.09599	2.47378	23.5339	2.92805	4.58649	8.25806	1.58271	0.705992	7.00624	1.77299	0.506955	8.49386	2.90007	41.9234	2.26845	5.39003	9.38113	1.78868	0.958721	7.62535	1.66428	0.735794
10955|TCAF1	20.3408	6.48884	83.2051	55.3292	31.369	26.8024	22.7924	14.3659	24.2183	5.68181	18.5092	34.6716	12.6806	73.4171	76.32	47.0815	43.3888	34.1442	20.937	32.0658	6.98674	24.086
18507|PRSS56	0.284413	0.322648	0	0.169442	0	0	0.0787976	0	0.140071	0	0	0.0953635	0.43908	0	0.0789636	0.0777168	0	0.0414285	0	0.154919	0	0
4862|IL20RA	7.70068	1.33711	143.791	9.31975	1.2144	5.92832	6.40449	1.06833	11.2072	0.446106	0.0928409	9.38819	1.29825	129.801	7.64155	1.86577	7.35191	9.13076	1.26989	12.7786	0.357419	0.108723
11966|CLIP3	101.413	17.6166	0	480.962	14.7593	29.964	163.387	6.76484	39.2199	2.48464	2.43343	305.354	58.7354	0	1101.5	35.4	76.898	360.262	12.4977	77.1112	2.65685	3.87648
13320|PDX1	0.683603	0.0712347	0	0.0934189	0.39883	0.171424	0.0882049	0.0228566	0.102381	0.305723	0.0528313	0.451192	0.172679	39.6041	0	0.517378	0.287462	0.124679	0.0697287	0.0567775	0.152889	0.0231451
11779|AP4E1	9.97579	14.4691	0	29.4013	46.0502	37.7331	17.8048	16.3295	32.9737	35.0925	49.8036	8.73662	12.2676	0	20.4074	40.976	33.6315	16.2657	17.0172	27.7683	21.4213	50.1206
11238|EIF5AL1	0	0.19503	34.2013	0.245854	1.54924	0.251529	54.4488	0.651744	65.712	0.908439	0	0	0.196361	65.2671	0.240624	0.620192	0.459916	38.7356	0.226011	58.6131	0.677003	0.189242
14908|NIFK	9.29331	6.95446	0.0119724	9.12486	26.9069	24.3296	4.17681	3.30554	9.95885	10.7373	40.132	12.35	11.0938	0	10.2876	30.3529	28.7225	4.64473	5.27674	11.3599	12.58	43.5427
11915|HSPBAP1	5.53838	8.4614	0	3.04082	7.54986	4.84905	8.90647	5.07062	13.6901	5.00058	5.46704	3.78627	5.56677	0	3.6013	5.41224	2.97762	7.84382	2.94768	10.0733	3.04257	6.46363
15714|PIH1D2	0.40814	0.181398	0	0.184839	0.598554	0.805177	3.31884	0.0686272	8.14625	0.0297703	0.461285	0.475498	0.205857	0	0.160272	0.508006	0.635117	2.74409	0.280954	8.1899	0.0150629	0.375219
14585|TNN	10.3723	14.8137	188.522	2.18804	3.69198	0.30798	1.34886	4.24739	11.3678	1.70159	4.67451	3.4692	4.42705	278.715	1.8939	2.69515	1.51493	0.94318	2.20821	9.6154	2.1687	1.85631
10924|VGLL4	59.9542	37.8421	2.72201	46.4935	49.2147	48.3206	73.5815	14.9089	49.839	24.1548	24.5703	80.4415	57.1761	10.6956	59.5718	63.8848	70.1764	93.8855	18.1277	66.9754	28.0974	33.6904
16778|TCEANC	5.43294	11.67	90.9277	9.20974	5.31908	5.89037	5.37901	4.60689	6.44135	13.9246	4.9202	6.88825	10.6086	38.5069	5.92556	7.38355	5.86377	4.87544	4.50082	5.86112	11.507	5.33814
20326|ADIRF	589.084	384.199	54.4452	100.222	4.56973	487.583	610.325	153.446	1733.1	4.18138	2.29376	360.168	392.605	263.516	157.959	3.84015	456.232	411.217	189.906	1729.26	4.36219	3.01666
12170|KIF26A	11.957	15.7243	14.6428	0.647291	2.57004	1.03302	7.50174	0	4.20946	0	0	1.69312	9.34261	1.76679	1.31828	3.51492	0.456766	1.19095	1.90274	3.5699	0.56598	1.13872
1118|LSP1	176.37	1141.05	125.245	14.959	139.12	7.60211	329.296	74.5564	306.901	2340.25	171.491	144.484	1129.35	283.533	23.4717	135.024	10.8676	263.902	60.1641	345.155	2294.31	202.137
9898|PIGF	8.17835	6.05259	0	2.81158	7.06876	4.83503	12.6836	2.73717	15.5904	1.30598	5.07614	4.13484	4.53289	0	2.94157	5.13714	3.47223	8.81573	1.29479	10.5854	0.842766	3.15452
16454|CDPF1	7.86371	6.98133	0	6.34993	10.926	6.07516	5.9083	2.35409	4.77148	2.26624	3.82514	6.86811	6.20184	0	4.1734	10.1573	5.42987	4.81321	2.74229	5.19658	1.39283	3.91806
12040|FBXL6	4.66528	3.60258	0	4.80737	9.72049	14.9186	3.3868	1.50914	4.41685	2.36863	14.848	8.30742	8.25809	13.5628	7.86487	16.6645	25.6971	4.39445	2.26259	7.13562	3.42998	18.9165
15428|TPTE2	0.0606862	0.0904767	0	0.0199297	0.290188	0.290286	3.71877	0.0443864	9.17243	0	0.0171445	0.0234625	0.015885	0	0	0.21991	0	1.87522	0.0151304	4.84395	0	0
13718|VPS18	45.5078	43.755	151.915	86.2357	52.7485	62.698	77.3754	17.2009	42.4969	64.0707	64.8506	57.0155	48.6633	144.706	92.2977	64.5026	71.9062	95.9772	19.1592	42.5195	66.0604	66.9131
12649|ZFR	27.4212	13.9326	0	68.0482	50.6519	45.565	17.1823	15.5751	39.6939	26.192	111.869	37.1022	19.894	0.0123416	69.0153	61.588	52.6541	20.0862	19.465	42.4991	30.1524	130.925
5611|MYO1G	1.28139	15.1679	0	0.738723	16.77	0.0450114	4.31875	1.1792	1.61698	78.0928	28.0075	2.16486	15.8234	0	0.823961	22.0093	0.0451438	3.32431	1.52563	2.28052	78.4292	36.0315
7857|UGT2B4	71.3965	125.99	28.0779	0.491709	0.44264	0.503059	3.33884	873.554	0.248909	0.908439	0.227811	33.4317	62.2465	42.0822	0.481248	0.620192	0	0.939045	512.141	0	0.225668	0.189242
13507|PQLC1	3.94054	4.34799	0	5.46601	2.30322	1.84108	6.07115	6.43044	3.86772	3.28082	2.80145	3.81296	4.76446	0	3.59789	2.01851	1.96434	6.61621	7.56849	3.69162	4.4394	3.63362
5364|MCM7	165.644	276.313	0	45.5087	442.096	274.276	90.4191	46.3561	85.6392	61.2791	513.619	153.749	257.042	0	36.9026	394.384	255.067	83.1548	40.0431	80.4234	53.0025	470.672
19368|ADGRD2	0.185027	0	0	0.193019	0	0	0	0	0	0	0.583071	0.398753	0	0	0	0.175024	0	0.384922	0	0.428467	0	0.640812
11636|GJA3	4.82709	1.50701	0	0.344004	8.13654	4.99263	7.97353	1.97916	9.80286	3.11757	1.03321	5.68393	1.32067	32.7186	0.509257	6.80515	3.16751	6.98749	1.10056	4.47433	2.95427	0.548967
725|CFD	291.317	109.301	0	0.683841	6.35313	1.13292	36.1157	20.7353	235.486	4.55763	19.0508	354.059	148.664	0	2.45036	16.0199	3.87671	116.124	59.0429	689.711	9.35677	63.4983
20371|C17orf97	51.8135	19.2622	43.0132	67.3183	66.8211	48.0352	520.902	43.3662	331.612	9.62818	26.9395	22.0106	26.3292	125.442	88.764	63.2685	36.5413	398.969	36.7864	286.102	15.2815	22.7743
3770|DHRS4	48.7383	54.758	0	15.1216	37.2702	23.0083	98.7281	89.9907	34.1807	21.6891	23.2077	35.9625	40.1826	0	9.14989	32.3547	19.3239	86.6751	63.4605	28.9652	14.7649	16.8968
13509|ADPRM	31.5365	39.921	12.5567	22.965	22.8489	13.0503	14.8984	11.0961	23.4059	43.3248	25.7175	24.7698	26.6217	35.1872	16.6086	15.99	9.7064	10.5351	6.20772	16.5476	32.6778	20.5818
12307|RBM15B	19.7625	17.0391	0	24.8987	42.5392	35.2036	38.1836	12.0055	29.7278	32.4041	58.8965	45.1415	33.2803	23.7038	43.5887	84.1431	80.0893	80.5381	22.6658	53.0953	54.8135	92.2815
11630|GHRHR	0	0.0495235	0	0.136561	0.467176	0	0.0636755	0	0.0556646	0.471747	0.0583606	0	0.0529332	41.6165	0.126307	0.25224	0	0.0667201	0.0495373	0	0.583436	0
16187|RNF113B	0.458716	0.35671	0	0.282219	1.02056	0.751566	62.4966	0.0980872	68.1804	0.367498	0.119536	0.858514	0.652825	65.6986	0.326047	1.55271	0.711055	74.8798	0.355482	81.3074	0.302789	0.211787
10807|CHRNA6	1.06069	2.90856	69.988	9.03159	1.1968	0.542584	1.1721	0.268991	0.942817	1.87923	4.49295	0.305664	2.29502	94.2722	3.97413	1.20554	0.181413	0.901896	0	0.174454	0.883375	3.43852
13768|RHOA	42.5016	44.3852	0	34.7974	57.7004	53.6894	54.5087	26.4579	52.4603	83.7465	73.4784	39.8814	38.9146	0	27.9325	48.7034	44.6392	48.8433	22.8783	48.6554	68.6692	69.1114
14421|WWC2	9.72691	6.36884	0	13.2694	24.8717	33.9803	30.6821	21.4472	31.9129	4.10562	26.7138	18.4712	10.247	0	14.3962	33.4322	43.9231	36.569	25.2114	38.3147	5.63826	29.496
30150|LOC339862	0.0938869	0.313957	257.715	0.292885	7.88087	7.10799	1.01436	1.85437	1.0376	1.46478	55.9956	0.43137	0.336299	259.719	0.531313	7.98164	3.27686	0.591382	2.59097	0.389513	1.158	47.3133
12978|C17orf80	1.37916	0.810046	30.1582	3.27623	4.23842	2.89644	2.48463	1.19175	4.72646	1.83526	4.65118	2.02328	1.38027	24.1292	4.30002	4.54657	3.28768	3.77487	1.28381	6.09185	1.95796	6.15233
11681|FBXO28	9.02478	9.05333	89.0474	15.0437	14.9464	21.0032	16.1298	5.74229	12.5118	10.3794	12.7192	8.57536	7.52985	37.1774	15.3174	14.112	19.5711	16.3922	6.32244	10.17	9.59075	13.4817
1832|CHST12	31.4392	47.6264	0	37.7212	37.5363	26.8695	42.2052	9.47618	24.009	25.1083	35.8645	30.4859	38.4754	0	36.1572	45.9441	31.7907	43.0558	9.07736	20.2099	18.3633	32.5368
1179|MPPED1	105.46	1.93902	0	138.162	0.277869	0.435195	52.4766	35.1392	1.25079	0.134245	0.276057	189.823	4.57875	0	203.811	0.682105	0.363627	76.3513	52.5395	2.02241	0	0.123483
17658|HEPHL1	0	0.0550235	0	0.0739889	0.130903	0.0671531	0	0.10734	2.1315	0.130598	0	0	0.119286	0	0	0.140743	0.0694447	0.293858	0	2.83177	0	0.0573549
19591|MUC16	0.195721	0	0	0.103634	11.3629	11.8419	5.65793	0.763282	9.41898	0.187175	0.0847301	0	0	30.9099	0.0937555	25.2412	22.4854	3.9066	1.06706	20.8221	0.363782	0.299313
17462|ZNF619	6.95263	7.06559	24.3021	9.1497	10.7905	9.28216	11.0992	3.4894	7.60317	2.36823	9.74647	5.70969	5.69139	20.0445	6.43149	9.27097	6.2578	7.13197	2.83812	5.00262	1.71868	8.20372
10325|AXDND1	0	0	0	0	0.040702	0	1.75598	0	2.9628	0	0	0	0	0	0	0.0442405	0	1.5571	0	2.28537	0	0
12256|KRT74	0.0958098	0.128428	63.7077	0.134086	0.22942	0.0615804	0.219704	0.0247628	0.0272481	0.437964	0.0283662	0.0743603	0.0266511	25.1448	0.0629081	0.24885	0.278437	0.402181	0.0503672	0.274303	0.35816	0.0499007
12797|CCNJ	5.9244	4.90572	49.5944	6.63416	20.5057	10.5847	8.66805	2.5416	9.83778	8.85628	28.1401	7.27326	6.78317	177.984	6.02526	19.8356	12.8285	7.58655	2.9893	10.2341	9.48764	25.8337
4669|HDLBP	139.717	108.311	11.7954	67.2916	123.278	181.989	124.382	69.8913	131.692	34.5296	86.0496	182.578	146.643	0	88.3893	187.012	254.059	164.483	81.0633	162.559	39.2404	111.984
18201|IL17REL	0	0.501733	0	0.048371	0	0.290862	0.0907802	0	0.0200694	0	0.0210119	0.219461	1.07202	0	0.2542	0.0451024	0.530214	0.266097	0	0.313386	0.0400809	0.0371107
14481|C17orf70	15.733	13.4836	0	9.60693	19.7696	20.4529	15.0667	7.4705	9.35909	14.4365	22.5999	26.7885	21.7139	0	13.3803	30.4058	30.9332	21.8591	11.4649	14.6069	22.0601	36.9524
212|HNF1A	4.10295	2.27006	38.9645	0.179904	4.09207	0.331172	15.3744	7.20331	1.50962	0.232914	0	9.93831	6.37825	75.1257	0.100667	10.6843	0.831837	34.1536	15.564	2.88843	0.40862	0.0267483
12146|KCTD6	23.3673	20.8293	17.7	58.6802	20.7674	21.871	21.3072	11.3765	19.5261	9.67238	14.3764	21.4479	18.5357	39.5975	47.987	19.0225	21.5159	18.0901	9.23201	15.9832	10.4233	13.8325
6530|PSMD12	13.6228	11.6794	0	42.9287	49.1382	74.4885	17.4133	11.7756	28.0582	24.5359	55.3624	11.0584	12.0319	0	26.3489	37.7802	52.9141	9.8777	8.22757	20.1988	19.1357	39.7183
19127|SS18L2	5.15278	7.52404	0	5.69176	2.52405	2.34427	1.24466	1.47062	1.02743	3.77986	3.50513	1.65214	2.57416	21.624	1.19137	1.51646	1.86599	0.959761	0.692609	0.239365	1.3636	1.87176
7386|STBD1	57.8005	33.1278	11.0662	21.8008	32.4674	36.6569	53.5975	185.86	116.102	7.01035	16.937	53.341	23.1036	56.764	17.523	21.354	22.6777	39.8953	124.398	80.1349	4.84971	10.2122
6369|PPAN	17.8059	22.0362	13.454	27.0865	44.2795	43.2091	23.2841	6.01606	16.4912	25.318	43.8844	21.3852	25.318	20.8595	23.2525	45.0004	43.2296	23.3086	6.9316	17.1348	26.1505	48.5689
6886|SCARF1	12.752	28.2074	29.0696	7.89946	1.96985	0.459332	19.2421	12.6554	16.5506	184.771	4.92294	18.9537	43.7156	59.9001	12.97	2.94773	1.79055	35.5967	18.2391	26.124	330.559	6.98348
10624|TNK1	2.53405	2.58647	66.163	6.33983	5.65365	9.33375	4.04972	2.07156	4.2469	1.62398	0.249777	4.74107	4.27918	59.3003	9.84101	9.73037	15.8729	8.40692	2.31225	6.1493	2.18944	0.57627
14990|GPT2	49.603	10.1861	0	63.9866	75.0937	60.2847	72.0497	93.8045	52.4449	1.64881	85.6151	47.7505	12.2404	0	54.1169	79.7207	67.439	78.8076	96.5855	56.4066	1.59437	98.2817
17880|PTAR1	2.19518	1.53059	0	15.6312	15.514	10.0737	16.4357	8.58736	15.443	6.38623	11.4002	3.14584	3.33869	0	16.2709	18.0805	11.8477	17.9065	8.93007	15.5572	7.15664	12.3517
18838|USMG5	1.37943	0.921316	0	0.834719	0.597571	0.590558	0.245003	0.345605	0.521163	0.401038	1.07025	0.438194	0.236301	0	0.328949	0.114434	0.294884	0.154734	0.0824902	0.261059	0.165147	0.352701
30377|LOC100506422	0	0.704335	239.007	0.481064	0	3.54177	0	1.29268	4.46383	0	4.25087	0	0	297.936	0	0	0.536569	1.09366	0.78258	0	2.72637	2.63565
13878|RPUSD4	16.5216	15.0481	143.521	14.9827	18.6779	17.4607	16.8444	10.6404	14.6041	9.79677	27.6834	16.4243	18.8281	18.4775	11.8343	19.6342	16.7128	14.7454	9.59758	17.6332	8.63613	24.3328
11600|PDXDC1	19.9183	20.5861	261.069	32.8291	36.2493	41.3273	61.8719	18.9876	37.7387	18.8164	10.7842	17.0246	16.2179	450.229	26.1316	36.4844	40.2348	56.3202	16.3951	30.2866	17.1281	9.92565
14434|CCDC15	0.171631	0.252703	0	0.0864609	0.431323	0.614437	0.160697	0.0641215	0.87218	0.0819063	0.655226	0.269271	0.219595	0	0.0833241	0.35834	0.521113	0.243719	0.12003	0.957632	0.0237504	0.545769
2680|ANKRD54	21.7818	17.1107	0	22.7474	25.0529	34.1579	38.8223	10.9496	28.7934	2.75723	22.0863	37.7449	30.6032	0	36.1293	31.9266	45.9754	57.2655	14.5862	43.6254	5.37644	27.5342
13568|ASPHD2	0.50545	0.215698	0	3.91835	0.752461	0.429651	1.60616	0.0546025	0.339838	4.10329	0.973845	0.678639	0.639056	5.37326	6.94026	1.28498	0.43069	2.13689	0.092805	0.712875	5.81775	1.40639
4322|FZD4	65.9207	58.5431	54.1171	39.702	48.1649	41.6968	187.633	101.427	298.451	2.06603	15.1862	44.8629	49.1999	77.0453	24.8516	37.7497	32.7449	132.842	87.569	230.556	1.71542	11.7358
13958|KLHL25	8.9581	2.35211	77.8732	7.51997	6.01596	5.62993	13.4904	4.45538	11.206	2.88231	1.88323	12.3331	3.60017	64.2569	8.52312	8.58738	8.31837	19.6696	7.91805	12.9817	2.80197	2.43409
14658|SLC25A31	0.157099	0	0	0.0823567	0	0	94.1778	0.0671998	91.0239	0	0	0	0	0	0	0	0	71.2151	0.073035	75.4904	0	0
16370|ZNF524	18.9234	17.9407	22.3523	6.11761	3.80817	3.80421	5.39659	3.3663	4.31708	4.49165	3.63485	13.9938	17.4853	0	6.49971	3.26235	4.92551	6.06763	3.71836	5.71875	7.24007	3.67025
14196|HMGN5	2.01387	1.66712	0	1.37583	7.13454	3.01176	1.41784	0.784435	6.74992	0.17158	10.0198	2.11368	1.97985	0	1.11779	5.29203	2.11727	1.19246	0.639148	5.55151	0.0860837	7.0426
13590|ARFGEF3	6.36025	0.387948	55.9614	66.0583	6.46045	28.2508	16.2042	1.72103	5.49836	0.449064	0.294015	11.9294	0.762532	30.7195	100.982	11.4837	46.2495	28.5237	2.51602	8.13161	0.435712	0.56527
14714|TAS1R3	2.19101	2.64456	0	0.999568	0.514785	0.897074	1.14	0.46919	0.88168	0.716609	0.334379	1.96819	1.97828	53.0898	1.07869	1.79995	1.7293	2.36978	1.03534	1.9439	0.606642	0.586284
19373|AKAP5	4.86589	2.67527	0	47.5223	5.77028	7.30437	4.63493	3.19002	7.19048	6.61982	4.69198	4.24948	3.25576	132.613	38.837	5.07905	4.77141	3.84747	4.00026	5.94505	4.77834	4.52899
4043|ERMAP	52.2908	124.506	18.9309	10.1256	15.6371	14.5861	16.8373	7.97485	16.1752	4.23969	28.1461	47.6768	112.4	18.2248	9.11639	16.3656	14.1838	15.9579	7.38877	13.5656	4.40658	26.4363
11392|FAM71A	0	0.139092	115.663	0.263991	0.381392	0	15.803	0.477456	21.6963	2.1489	0	0	0	25.9245	0.0803435	0.338442	0.168762	24.2908	0.620403	28.1873	1.73779	0.198429
2483|ACTL7B	0	0	0	0	0.133071	0.0482021	9.58875	0	10.8792	0.222508	0	0.0584832	0.0408215	15.9395	0.0486379	0.096564	0	7.1352	0	9.64932	0.269911	0.0785611
314|NOTCH3	102.106	87.4359	21.7909	30.6908	28.4582	78.1146	97.1943	40.4843	87.0488	0.0771305	1.87934	95.2546	84.5767	0	37.9462	45.3479	139.456	156.14	64.5595	143.844	0.226192	5.52766
13552|PROX2	1.35742	2.27	51.032	0.568632	1.11098	0.541674	0.106207	0.202999	0.199229	0.107777	0.0934633	1.43533	0.914296	13.1431	0.313191	0.330282	0.215638	0.345174	0	0.349914	0.41032	0
5676|NDC80	2.91747	8.04061	0	0.0447544	22.6251	28.1999	1.49934	0.511743	6.67905	1.89154	38.268	3.63328	9.24061	0	0	20.5004	28.7799	0.655268	0.455128	5.34926	1.79445	31.8802
13383|PKN1	105.161	138.746	0	29.9139	49.1655	43.1738	40.7206	9.27741	17.8042	16.8752	31.9565	132.544	165.512	4.80376	55.152	89.7783	91.7523	76.9148	20.7531	38.2323	38.8705	71.7345
9009|TMEM213	1.01566	0.0414334	0	0	0	0	6.54926	0.079207	0.229632	0	0	0.690275	0	0	0	0	0	5.63032	0.080834	0.0506084	0	0
15055|FIZ1	82.5558	62.3913	5.5368	28.4978	27.4184	29.7508	33.5911	9.44864	21.8671	5.46796	16.7117	31.834	48.3283	0	20.6237	21.6008	23.9888	9.71378	10.4344	13.4824	5.45274	17.3458
49|ATM	17.4182	30.9986	0	36.2458	55.7299	19.2118	10.3499	16.3007	32.3994	56.1663	50.2827	19.5817	34.2348	0.0449436	28.8663	58.5019	20.6317	9.42746	15.4405	29.3766	45.491	50.1298
17464|RABL3	0.103155	0.0564857	0	0.118394	0.203054	0.215319	0.0137797	0.0549369	0.137032	0.275841	0.375611	0.121654	0.071373	0	0.114509	0.150372	0.107271	0.073885	0.0561361	0.194266	0.073079	0.202506
84|CCT5	165.336	183.67	42.9154	164.364	738.356	737.846	139.346	108.423	222.507	240.353	792.543	197.715	206.028	74.4444	124.006	659.313	658.106	135.134	96.5184	195.341	199.451	708.234
11542|FSTL4	1.19211	0.765007	0	30.007	2.36463	1.42253	8.48373	0	1.26314	0.159178	0.377645	2.4535	0.745769	0	44.5103	3.29981	1.85639	12.5	0.0886291	1.71079	0.157981	0
12779|SDK2	2.60463	1.14863	0	3.98596	2.60017	0.0501682	19.6606	0.612362	10.4842	1.97943	0.165443	5.68416	2.6666	0	5.43745	5.41923	0.524117	37.7671	1.54217	20.0429	4.24503	0.288753
13992|SERPINA9	0.549846	3.69696	119.347	0.0823567	0.431047	0.152765	0.390455	0.0671998	0.623452	0.360292	7.7635	0.751537	2.50773	77.7027	0.0775948	0.713316	0.156062	0.168556	0.14607	0.455219	0.993038	7.87335
11062|DCAF6	65.3249	55.0328	0	75.0865	31.9553	54.8902	41.954	59.7259	91.0627	29.2418	57.5323	51.2592	46.979	0	54.5207	28.7603	50.0577	40.2471	43.7737	78.8277	24.9545	52.4408
11275|TGOLN2	10.4686	9.41996	0	22.8695	15.4124	15.251	26.7382	12.8575	17.2696	21.5488	16.0636	18.1664	21.3623	0	40.5944	33.3441	38.2492	57.882	24.967	35.5256	44.1883	32.1487
100388|C10orf143	3.57063	4.54763	0	1.93055	0.577787	1.15715	2.55736	1.02443	2.49138	1.19833	1.30723	2.98814	3.85499	27.0906	1.34161	0.838886	0.421817	2.1172	0.894256	2.48922	1.41427	1.206
6303|PMM2	47.7654	48.0855	0	30.635	168.823	172.506	112.932	55.3645	76.7633	94.8821	120.462	36.3472	36.4795	0	23.4303	146.937	140.193	78.2642	45.7122	60.1604	73.6344	110.184
8973|SOX3	0.918405	0.118743	0	0.373696	1.54048	0.196039	0.69973	0	0.658631	0	0.0450359	1.4872	0	0	0.646707	1.77246	0.196749	1.35994	0	0.339372	0	0
13915|S100P	42.7972	124.674	0	0.561244	144.924	185.649	4.84156	302.516	45.4959	50.8319	216.706	30.7174	97.2371	0	0.885754	105.283	132.468	4.47465	227.54	33.9947	40.4585	169.71
19437|CROCC2	1.3583	2.72847	61.0242	0.384832	0.280584	0.157371	0.330579	0.130668	0.575076	0.139175	0	2.25128	1.11141	3.12715	1.02627	0.691985	0.275722	0.344128	1.24689	0.466597	0.807214	0
14009|SGSM2	43.0947	38.8515	0	68.4332	40.7371	34.2517	49.546	10.039	24.0323	16.154	14.88	55.9464	43.3997	0	68.9399	50.2202	41.1542	58.5667	12.3315	28.1712	17.8097	16.0018
13532|PCNP	81.1891	79.5205	0	151.825	197.945	137.857	69.668	66.7777	102.491	97.929	178.583	74.4218	75.3675	0	121.014	188.896	126.442	60.3285	60.5287	94.2755	75.9874	166.694
18826|C6orf229	0.0375927	0.0194967	0	0.0255194	0.032594	0.0229338	0.35786	0.0189274	1.06109	0.195987	0.0221987	0	0	19.2394	0.0246554	0.0468168	0	0.204249	0.0192805	0.645876	0.166836	0.0288195
11602|GDAP1L1	14.0895	0.605383	0	19.1522	1.11084	0	5.85267	0	0.432963	0	0.885899	17.3896	0.215364	0	19.5638	1.39816	0	5.47373	0.084133	0.793948	0	0.447954
10920|FAM53B	17.4902	15.3648	43.1232	13.8253	7.59984	5.89162	14.6802	2.79345	9.19043	13.8605	6.02347	20.1875	16.6703	76.8299	18.4727	9.80757	7.61937	23.4676	2.46292	12.5966	19.0952	7.92606
9713|MAP1A	10.4928	1.7912	39.22	89.0184	1.89515	1.67913	14.5304	0.373951	2.65064	0.496615	1.89357	24.0671	4.81295	12.8186	138.787	3.37327	2.61737	27.3324	1.04866	3.82205	0.486837	3.32622
12637|MPV17L	7.0599	3.75458	0	10.5889	2.10016	3.52487	7.55978	2.37957	2.45712	0.470399	5.17308	4.21843	2.51123	0	7.21121	1.54052	3.07847	4.45273	1.76222	3.17538	0.365726	3.35207
16574|SGK223	7.0835	3.40455	0	17.3007	6.95229	6.71312	3.01826	0.719195	3.2767	2.37829	3.07529	8.86153	7.01514	25.0047	35.8891	16.3188	20.4969	8.51317	1.99032	8.44349	6.31223	9.44749
11486|SYNRG	14.082	20.6687	0	19.6239	19.7714	13.9331	28.0745	14.9153	28.2253	38.9179	17.3405	12.3246	27.3307	87.7277	20.6589	19.8375	15.57	33.1446	16.2047	37.0596	47.0106	22.179
13730|ZSWIM5	0.350865	0.185219	33.1058	1.14837	1.16252	0.126136	1.39566	0.0851733	0.750264	0.0618906	0.0665961	1.50239	0.337818	17.9765	2.39157	1.84927	0.458928	2.27227	0.298848	1.68645	0.2294	0.0576391
11164|STUB1	177.116	134.992	58.5995	242.497	165.625	206.272	131.817	57.9571	105.164	63.704	134.403	219.424	179.88	72.2693	245.249	180.878	226.99	170.968	67.3583	121.446	71.7817	146.233
15969|C20orf141	0.0613316	0.0476644	65.5693	0	0.335862	0.764308	38.4629	0.0924916	40.8861	0.0555884	0.390056	0.439206	0.101845	42.1708	0.243589	0.303874	1.51095	45.3212	0.0951753	41.4271	0.720762	0.790429
13196|OTOP3	0.0823945	0.0672648	11.855	0.0866614	0	0	0	0	0.865926	0.230161	0	0.298107	0.0717881	20.2292	0.159055	0.328979	0	0.173769	0.168266	0.873343	0.227433	0
100174|AKIRIN1	62.7397	55.4899	0	56.8042	50.6537	53.1118	51.8915	17.9058	41.5147	52.852	56.9523	52.5817	48.9131	0	44.6571	54.8961	55.6859	53.4173	18.1886	41.0225	50.6317	58.7374
30096|MBD3L2	0.136807	0.112474	44.4588	0	0.544579	0.12627	0	0	0	0.424185	0	0	0	10.3554	0	0.751243	0	0	0.106436	0	0.430443	0
16715|CCDC116	0.11243	0.130319	0	0.118072	0.149993	0.0532664	2.48306	0.0837441	2.27288	0.100873	0.397181	0.197107	0.183282	30.6016	0.600969	0.652655	0.375385	3.22384	0.128436	3.43641	0.101013	0.265002
11925|HTR3D	0.156467	0	157.746	0	0.364787	0	0.394304	0	0.137349	0.213444	0.0734767	0	0	34.6329	0	0.159337	0.1557	0	0.0701502	0.0759419	0.0706926	0
